t,x,v,a,id,length,lane,oldLane,pos,event
172.0,1056.1,50.2295,-0.06021642668102209,12,5,3,,56.09999999999991,timer
172.0,448.55,45.6018,0.026873181873343067,13,5,2,,448.55,timer
173.72630824806816,0,50.965949605132145,0,14,6,0,,0,enter lane
174.0,1986.33,44.0259,0.060701414709931435,10,6,3,,986.33,timer
174.0,1566.8,45.0181,0.01634997012814153,11,6,3,,566.8,timer
174.0,1156.44,50.1091,-0.06021642668102209,12,5,3,,156.44,timer
174.0,539.81,45.6609,0.03151451845278396,13,5,2,,539.81,timer
174.0,13.95,50.9657,-0.0021037265988099753,14,6,0,,13.95,timer
174.0,13.95,50.9657,-0.0021037265988099753,14,6,0,,13.95,change slow
174.0,13.95,50.9657,-0.0021037265988099753,14,6,2,0,13.95,enter lane
176.0,2074.5,44.1473,0.060701414709931435,10,6,3,,1074.5,leave lane
176.0,2074.5,44.1473,0.060701414709931435,10,6,,,1074.5,end
176.0,1656.87,45.0508,0.01634997012814153,11,6,3,,656.87,timer
176.0,1256.54,49.9887,-0.06021642668102209,12,5,3,,256.54,timer
176.0,631.19,45.7239,0.03151451845278396,13,5,2,,631.19,timer
176.0,117.88,52.9657,1,14,6,2,0,117.88,timer
177.0,171.35,53.9657,1,14,6,2,0,171.35,leave lane
177.0,171.35,53.9657,1,14,6,2,,171.35,done change slow
178.0,1747.0,45.0835,0.01634997012814153,11,6,3,,747.0,timer
178.0,1356.4,49.8683,-0.06021642668102209,12,5,3,,356.4,timer
178.0,722.7,45.7869,0.03151451845278396,13,5,2,,722.7,timer
178.0,225.31,53.9622,-0.006929126653276933,14,6,2,,225.31,timer
180.0,1837.2,45.1162,0.01634997012814153,11,6,3,,837.2,timer
180.0,1456.02,49.7479,-0.06021642668102209,12,5,3,,456.02,timer
180.0,814.34,45.8499,0.03151451845278396,13,5,2,,814.34,timer
180.0,333.21,53.9345,-0.0207873799598308,14,6,2,,333.21,timer
182.0,1927.47,45.1489,0.01634997012814153,11,6,3,,927.47,timer
182.0,1555.4,49.6275,-0.06021642668102209,12,5,3,,555.4,timer
182.0,906.1,45.9129,0.03151451845278396,13,5,2,,906.1,timer
182.0,441.03,53.8791,-0.034645633266384666,14,6,2,,441.03,timer
184.0,2017.8,45.1816,0.01634997012814153,11,6,3,,1017.8,leave lane
184.0,2017.8,45.1816,0.01634997012814153,11,6,,,1017.8,end
184.0,1654.53,49.5071,-0.06021642668102209,12,5,3,,654.53,timer
184.0,997.99,45.9759,0.03151451845278396,13,5,2,,997.99,timer
184.0,548.71,53.796,-0.04850388657293853,14,6,2,,548.71,timer
185.30806213127272,0,44.76874612327103,0,15,6,0,,0,enter lane
185.30806213127272,1058.16,46.0171,0.03151451845278396,13,5,2,,1058.16,leave lane
185.30806213127272,1058.16,46.0171,0.03151451845278396,13,5,3,,58.16000000000008,enter lane
186.0,1753.42,49.3867,-0.06021642668102209,12,5,3,,753.42,timer
186.0,1090.01,46.0389,0.03151451845278396,13,5,3,,90.01,timer
186.0,656.19,53.6851,-0.0623621398794924,14,6,2,,656.19,timer
186.0,30.98,44.7696,0.002444897969563106,15,6,0,,30.98,timer
186.0,30.98,44.7696,0.002444897969563106,15,6,0,,30.98,change slow
186.0,30.98,44.7696,0.002444897969563106,15,6,2,0,30.98,enter lane
188.0,1852.07,49.2663,-0.06021642668102209,12,5,3,,852.07,timer
188.0,1182.15,46.1019,0.03151451845278396,13,5,3,,182.15,timer
188.0,763.43,53.5465,-0.07622039318604626,14,6,2,,763.43,timer
188.0,122.52,46.7696,1,15,6,2,0,122.52,timer
189.0,169.79,47.7696,1,15,6,2,0,169.79,leave lane
189.0,169.79,47.7696,1,15,6,2,,169.79,done change slow
190.0,1950.48,49.1459,-0.06021642668102209,12,5,3,,950.48,timer
190.0,1274.42,46.1649,0.03151451845278396,13,5,3,,274.42,timer
190.0,870.36,53.3804,-0.08845359267054455,14,6,2,,870.36,timer
190.0,217.56,47.7666,-0.006020968797760947,15,6,2,,217.56,timer
192.0,2048.65,49.0255,-0.06021642668102209,12,5,3,,1048.65,leave lane
192.0,2048.65,49.0255,-0.06021642668102209,12,5,,,1048.65,end
192.0,1366.81,46.2279,0.03151451845278396,13,5,3,,366.81,timer
192.0,976.94,53.2035,-0.08845359267054455,14,6,2,,976.94,timer
192.0,313.07,47.7425,-0.01806290639328284,15,6,2,,313.07,timer
194.0,1459.33,46.2909,0.03151451845278396,13,5,3,,459.33,timer
194.0,1083.17,53.0266,-0.08845359267054455,14,6,2,,1083.17,leave lane
194.0,1083.17,53.0266,-0.08845359267054455,14,6,3,,83.17000000000007,enter lane
194.0,1083.17,53.0266,-0.08845359267054455,14,6,3,,83.17000000000007,timer
194.0,408.51,47.6943,-0.030104843988804735,15,6,2,,408.51,timer
196.0,1551.97,46.3539,0.03151451845278396,13,5,3,,551.97,timer
196.0,1189.05,52.8497,-0.08845359267054455,14,6,3,,189.05,timer
196.0,503.83,47.622,-0.04214678158432663,15,6,2,,503.83,timer
196.88981601447728,0,46.075745585651916,0,16,4,0,,0,enter lane
198.0,1644.74,46.4169,0.03151451845278396,13,5,3,,644.74,timer
198.0,1294.57,52.6728,-0.08845359267054455,14,6,3,,294.57,timer
198.0,598.98,47.5258,-0.05302788529198222,15,6,2,,598.98,timer
198.0,51.16,46.0895,0.024713787890859946,16,4,0,,51.16,timer
198.0,51.16,46.0895,0.024713787890859946,16,4,0,,51.16,change slow
198.0,51.16,46.0895,0.024713787890859946,16,4,2,0,51.16,enter lane
200.0,1737.64,46.4799,0.03151451845278396,13,5,3,,737.64,timer
200.0,1399.74,52.4959,-0.08845359267054455,14,6,3,,399.74,timer
200.0,693.93,47.4197,-0.05302788529198222,15,6,2,,693.93,timer
200.0,145.34,48.0895,1,16,4,2,0,145.34,timer
201.0,193.93,49.0895,1,16,4,2,0,193.93,leave lane
201.0,193.93,49.0895,1,16,4,2,,193.93,done change slow
202.0,1830.66,46.5429,0.03151451845278396,13,5,3,,830.66,timer
202.0,1504.55,52.319,-0.08845359267054455,14,6,3,,504.55,timer
202.0,788.66,47.3137,-0.05302788529198222,15,6,2,,788.66,timer
202.0,243.02,49.0871,-0.0047149995818055596,16,4,2,,243.02,timer
204.0,1923.81,46.6059,0.03151451845278396,13,5,3,,923.81,timer
204.0,1609.01,52.1421,-0.08845359267054455,14,6,3,,609.01,timer
204.0,883.18,47.2076,-0.05302788529198222,15,6,2,,883.18,timer
204.0,341.18,49.0682,-0.014144998745416679,16,4,2,,341.18,timer
206.0,2017.08,46.6689,0.03151451845278396,13,5,3,,1017.08,leave lane
206.0,2017.08,46.6689,0.03151451845278396,13,5,,,1017.08,end
206.0,1713.12,51.9652,-0.08845359267054455,14,6,3,,713.12,timer
206.0,977.49,47.1015,-0.05302788529198222,15,6,2,,977.49,timer
206.0,439.28,49.0305,-0.023574997909027798,16,4,2,,439.28,timer
208.0,1816.87,51.7883,-0.08845359267054455,14,6,3,,816.87,timer
208.0,1071.59,46.9954,-0.05302788529198222,15,6,2,,1071.59,leave lane
208.0,1071.59,46.9954,-0.05302788529198222,15,6,3,,71.58999999999992,enter lane
208.0,1071.59,46.9954,-0.05302788529198222,15,6,3,,71.58999999999992,timer
208.0,537.29,48.9739,-0.03300499707263892,16,4,2,,537.29,timer
208.47156989768183,0,44.638439031766865,0,17,5,7,,0,enter lane
210.0,1920.27,51.6114,-0.08845359267054455,14,6,3,,920.27,timer
210.0,1165.47,46.8893,-0.05302788529198222,15,6,3,,165.47,timer
210.0,635.17,48.8985,-0.042434996236250036,16,4,2,,635.17,timer
210.0,68.23,44.6392,0.0010479361094500805,17,5,7,,68.23,timer
210.0,68.23,44.6392,0.0010479361094500805,17,5,7,,68.23,change slow
210.0,68.23,44.6392,0.0010479361094500805,17,5,0,7,68.23,enter lane
212.0,2023.32,51.4345,-0.08845359267054455,14,6,3,,1023.32,leave lane
212.0,2023.32,51.4345,-0.08845359267054455,14,6,,,1023.32,end
212.0,1259.14,46.7832,-0.05302788529198222,15,6,3,,259.14,timer
212.0,732.88,48.8042,-0.051864995399861155,16,4,2,,732.88,timer
212.0,159.51,46.6392,1,17,5,0,7,159.51,timer
213.0,206.65,47.6392,1,17,5,0,7,206.65,leave lane
213.0,206.65,47.6392,1,17,5,0,,206.65,done change slow
214.0,1352.6,46.6771,-0.05302788529198222,15,6,3,,352.6,timer
214.0,830.38,48.6937,-0.05630288611831046,16,4,2,,830.38,timer
214.0,254.29,47.6364,-0.005601701287853658,17,5,0,,254.29,timer
214.0,254.29,47.6364,-0.005601701287853658,17,5,0,,254.29,change slow
214.0,254.29,47.6364,-0.005601701287853658,17,5,2,0,254.29,enter lane
216.0,1445.85,46.571,-0.05302788529198222,15,6,3,,445.85,timer
216.0,927.65,48.5811,-0.05630288611831046,16,4,2,,927.65,timer
216.0,351.56,49.6364,1,17,5,2,0,351.56,timer
217.0,401.7,50.6364,1,17,5,2,0,401.7,leave lane
217.0,401.7,50.6364,1,17,5,2,,401.7,done change slow
218.0,1538.89,46.4649,-0.05302788529198222,15,6,3,,538.89,timer
218.0,1024.7,48.4685,-0.05630288611831046,16,4,2,,1024.7,leave lane
218.0,1024.7,48.4685,-0.05630288611831046,16,4,3,,24.700000000000045,enter lane
218.0,1024.7,48.4685,-0.05630288611831046,16,4,3,,24.700000000000045,timer
218.0,452.34,50.6337,-0.005383398374741984,17,5,2,,452.34,timer
220.0,1631.71,46.3588,-0.05302788529198222,15,6,3,,631.71,timer
220.0,1121.52,48.3559,-0.05630288611831046,16,4,3,,121.52,timer
220.0,553.59,50.6122,-0.01615019512422595,17,5,2,,553.59,timer
220.0533237808864,0,47.554807010069396,0,18,4,0,,0,enter lane
222.0,1724.32,46.2527,-0.05302788529198222,15,6,3,,724.32,timer
222.0,1218.12,48.2433,-0.05630288611831046,16,4,3,,218.12,timer
222.0,654.78,50.5691,-0.026916991873709918,17,5,2,,654.78,timer
222.0,92.58,47.5667,0.012267454449263832,18,4,0,,92.58,timer
222.0,92.58,47.5667,0.012267454449263832,18,4,0,,92.58,change slow
222.0,92.58,47.5667,0.012267454449263832,18,4,2,0,92.58,enter lane
224.0,1816.72,46.1466,-0.05302788529198222,15,6,3,,816.72,timer
224.0,1314.49,48.1307,-0.05630288611831046,16,4,3,,314.49,timer
224.0,755.86,50.5045,-0.03768378862319389,17,5,2,,755.86,timer
224.0,189.71,49.5667,1,18,4,2,0,189.71,timer
225.0,239.78,50.5667,1,18,4,2,0,239.78,leave lane
225.0,239.78,50.5667,1,18,4,2,,239.78,done change slow
226.0,1908.91,46.0405,-0.05302788529198222,15,6,3,,908.91,timer
226.0,1410.64,48.0181,-0.05630288611831046,16,4,3,,410.64,timer
226.0,856.78,50.4183,-0.04845058537267786,17,5,2,,856.78,timer
226.0,290.34,50.5407,-0.051903321987287115,18,4,2,,290.34,timer
228.0,2000.88,45.9344,-0.05302788529198222,15,6,3,,1000.88,leave lane
228.0,2000.88,45.9344,-0.05302788529198222,15,6,,,1000.88,end
228.0,1506.56,47.9055,-0.05630288611831046,16,4,3,,506.56,timer
228.0,957.52,50.3167,-0.05113453196110607,17,5,2,,957.52,timer
228.0,391.25,50.3331,-0.15570996596186135,18,4,2,,391.25,timer
230.0,1602.26,47.7929,-0.05630288611831046,16,4,3,,602.26,timer
230.0,1058.05,50.2144,-0.05113453196110607,17,5,2,,1058.05,leave lane
230.0,1058.05,50.2144,-0.05113453196110607,17,5,3,,58.049999999999955,enter lane
230.0,1058.05,50.2144,-0.05113453196110607,17,5,3,,58.049999999999955,timer
230.0,491.54,49.9284,-0.22653706521658507,18,4,2,,491.54,timer
231.63507766409094,0,46.35217037564925,0,19,6,7,,0,enter lane
232.0,1697.73,47.6803,-0.05630288611831046,16,4,3,,697.73,timer
232.0,1158.38,50.1121,-0.05113453196110607,17,5,3,,158.38,timer
232.0,590.94,49.4753,-0.22653706521658507,18,4,2,,590.94,timer
232.0,16.91,46.3524,0.0009851922535521079,19,6,7,,16.91,timer
232.0,16.91,46.3524,0.0009851922535521079,19,6,7,,16.91,change slow
232.0,16.91,46.3524,0.0009851922535521079,19,6,0,7,16.91,enter lane
234.0,1792.98,47.5677,-0.05630288611831046,16,4,3,,792.98,timer
234.0,1258.5,50.0098,-0.05113453196110607,17,5,3,,258.5,timer
234.0,689.44,49.0222,-0.22653706521658507,18,4,2,,689.44,timer
234.0,111.61,48.3524,1,19,6,0,7,111.61,timer
235.0,160.46,49.3524,1,19,6,0,7,160.46,leave lane
235.0,160.46,49.3524,1,19,6,0,,160.46,done change slow
236.0,1888.0,47.4551,-0.05630288611831046,16,4,3,,888.0,timer
236.0,1358.42,49.9075,-0.05113453196110607,17,5,3,,358.42,timer
236.0,787.03,48.5692,-0.22653706521658507,18,4,2,,787.03,timer
236.0,209.81,49.3495,-0.005765491912324215,19,6,0,,209.81,timer
236.0,209.81,49.3495,-0.005765491912324215,19,6,0,,209.81,change slow
236.0,209.81,49.3495,-0.005765491912324215,19,6,2,0,209.81,enter lane
238.0,1982.8,47.3425,-0.05630288611831046,16,4,3,,982.8,timer
238.0,1458.13,49.8052,-0.05113453196110607,17,5,3,,458.13,timer
238.0,883.72,48.1161,-0.22653706521658507,18,4,2,,883.72,timer
238.0,310.51,51.3495,1,19,6,2,0,310.51,timer
239.0,362.36,52.3495,1,19,6,2,0,362.36,leave lane
239.0,362.36,52.3495,1,19,6,2,,362.36,done change slow
240.0,2077.37,47.2299,-0.05630288611831046,16,4,3,,1077.37,leave lane
240.0,2077.37,47.2299,-0.05630288611831046,16,4,,,1077.37,end
240.0,1557.64,49.7029,-0.05113453196110607,17,5,3,,557.64,timer
240.0,979.5,47.6631,-0.22653706521658507,18,4,2,,979.5,timer
240.0,414.71,52.3483,-0.0023991079938775976,19,6,2,,414.71,timer
242.0,1656.94,49.6006,-0.05113453196110607,17,5,3,,656.94,timer
242.0,1074.37,47.21,-0.22653706521658507,18,4,2,,1074.37,leave lane
242.0,1074.37,47.21,-0.22653706521658507,18,4,3,,74.36999999999989,enter lane
242.0,1074.37,47.21,-0.22653706521658507,18,4,3,,74.36999999999989,timer
242.0,519.4,52.3387,-0.007197323981632793,19,6,2,,519.4,timer
243.2168315472955,0,47.301364956141015,0,20,5,7,,0,enter lane
244.0,1756.04,49.4983,-0.05113453196110607,17,5,3,,756.04,timer
244.0,1168.34,46.7569,-0.22653706521658507,18,4,3,,168.34,timer
244.0,624.06,52.3195,-0.011995539969387988,19,6,2,,624.06,timer
244.0,37.04,47.3011,-0.0007608545607627421,20,5,7,,37.04,timer
244.0,37.04,47.3011,-0.0007608545607627421,20,5,7,,37.04,change slow
244.0,37.04,47.3011,-0.0007608545607627421,20,5,0,7,37.04,enter lane
246.0,1854.93,49.396,-0.05113453196110607,17,5,3,,854.93,timer
246.0,1261.4,46.3038,-0.22653706521658507,18,4,3,,261.4,timer
246.0,728.67,52.2907,-0.016793755957143185,19,6,2,,728.67,timer
246.0,133.64,49.3011,1,20,5,0,7,133.64,timer
247.0,183.44,50.3011,1,20,5,0,7,183.44,leave lane
247.0,183.44,50.3011,1,20,5,0,,183.44,done change slow
248.0,1953.62,49.2937,-0.05113453196110607,17,5,3,,953.62,timer
248.0,1353.55,45.8507,-0.22653706521658507,18,4,3,,353.55,timer
248.0,833.21,52.2523,-0.021591971944898376,19,6,2,,833.21,timer
248.0,233.74,50.2981,-0.006068036190735998,20,5,0,,233.74,timer
248.0,233.74,50.2981,-0.006068036190735998,20,5,0,,233.74,change slow
248.0,233.74,50.2981,-0.006068036190735998,20,5,2,0,233.74,enter lane
250.0,2052.11,49.1914,-0.05113453196110607,17,5,3,,1052.11,leave lane
250.0,2052.11,49.1914,-0.05113453196110607,17,5,,,1052.11,end
250.0,1444.8,45.3976,-0.22653706521658507,18,4,3,,444.8,timer
250.0,937.67,52.2043,-0.02639018793265357,19,6,2,,937.67,timer
250.0,336.34,52.2981,1,20,5,2,0,336.34,timer
251.0,389.14,53.2981,1,20,5,2,0,389.14,leave lane
251.0,389.14,53.2981,1,20,5,2,,389.14,done change slow
252.0,1535.14,44.9445,-0.22653706521658507,18,4,3,,535.14,timer
252.0,1042.02,52.1467,-0.031188403920408767,19,6,2,,1042.02,leave lane
252.0,1042.02,52.1467,-0.031188403920408767,19,6,3,,42.01999999999998,enter lane
252.0,1042.02,52.1467,-0.031188403920408767,19,6,3,,42.01999999999998,timer
252.0,442.43,53.2853,-0.02558246480335797,20,5,2,,442.43,timer
254.0,1624.58,44.4914,-0.22653706521658507,18,4,3,,624.58,timer
254.0,1146.25,52.0795,-0.03598661990816396,19,6,3,,146.25,timer
254.0,548.92,53.183,-0.07674739441007392,20,5,2,,548.92,timer
254.79858543050005,0,45.023427866874755,0,21,5,0,,0,enter lane
256.0,1713.11,44.0383,-0.22653706521658507,18,4,3,,713.11,timer
256.0,1250.34,52.0029,-0.0398338273551486,19,6,3,,250.34,timer
256.0,655.09,52.9784,-0.12791232401678984,20,5,2,,655.09,timer
256.0,54.09,45.0235,0.0001703766784559405,21,5,0,,54.09,timer
256.0,54.09,45.0235,0.0001703766784559405,21,5,0,,54.09,change slow
256.0,54.09,45.0235,0.0001703766784559405,21,5,2,0,54.09,enter lane
258.0,1800.73,43.5852,-0.22653706521658507,18,4,3,,800.73,timer
258.0,1354.27,51.9232,-0.0398338273551486,19,6,3,,354.27,timer
258.0,760.78,52.7065,-0.13669546708310276,20,5,2,,760.78,timer
258.0,146.14,47.0235,1,21,5,2,0,146.14,timer
259.0,193.66,48.0235,1,21,5,2,0,193.66,leave lane
259.0,193.66,48.0235,1,21,5,2,,193.66,done change slow
260.0,1887.45,43.1321,-0.22653706521658507,18,4,3,,887.45,timer
260.0,1458.04,51.8435,-0.0398338273551486,19,6,3,,458.04,timer
260.0,865.92,52.4331,-0.13669546708310276,20,5,2,,865.92,timer
260.0,241.68,48.0221,-0.002733227451921386,21,5,2,,241.68,timer
262.0,1973.26,42.679,-0.22653706521658507,18,4,3,,973.26,timer
262.0,1561.65,51.7638,-0.0398338273551486,19,6,3,,561.65,timer
262.0,970.51,52.1597,-0.13669546708310276,20,5,2,,970.51,timer
262.0,337.72,48.0112,-0.008199682355764158,21,5,2,,337.72,timer
264.0,2058.16,42.2259,-0.22653706521658507,18,4,3,,1058.16,leave lane
264.0,2058.16,42.2259,-0.22653706521658507,18,4,,,1058.16,end
264.0,1665.1,51.6841,-0.0398338273551486,19,6,3,,665.1,timer
264.0,1074.56,51.8863,-0.13669546708310276,20,5,2,,1074.56,leave lane
264.0,1074.56,51.8863,-0.13669546708310276,20,5,3,,74.55999999999995,enter lane
264.0,1074.56,51.8863,-0.13669546708310276,20,5,3,,74.55999999999995,timer
264.0,433.72,47.9893,-0.01366613725960693,21,5,2,,433.72,timer
266.0,1768.39,51.6044,-0.0398338273551486,19,6,3,,768.39,timer
266.0,1178.06,51.6129,-0.13669546708310276,20,5,3,,178.06,timer
266.0,529.67,47.9565,-0.019132592163449702,21,5,2,,529.67,timer
266.3803393137046,0,44.94624885777738,0,22,5,7,,0,enter lane
268.0,1871.52,51.5247,-0.0398338273551486,19,6,3,,871.52,timer
268.0,1281.01,51.3395,-0.13669546708310276,20,5,3,,281.01,timer
268.0,625.54,47.9128,-0.024599047067292476,21,5,2,,625.54,timer
268.0,72.8,44.9529,0.00824240105453702,22,5,7,,72.8,timer
268.0,72.8,44.9529,0.00824240105453702,22,5,7,,72.8,change slow
268.0,72.8,44.9529,0.00824240105453702,22,5,0,7,72.8,enter lane
270.0,1974.49,51.445,-0.0398338273551486,19,6,3,,974.49,timer
270.0,1383.42,51.0661,-0.13669546708310276,20,5,3,,383.42,timer
270.0,721.31,47.8581,-0.03006550197113525,21,5,2,,721.31,timer
270.0,164.71,46.9529,1,22,5,0,7,164.71,timer
271.0,212.16,47.9529,1,22,5,0,7,212.16,leave lane
271.0,212.16,47.9529,1,22,5,0,,212.16,done change slow
272.0,2077.3,51.3653,-0.0398338273551486,19,6,3,,1077.3,leave lane
272.0,2077.3,51.3653,-0.0398338273551486,19,6,,,1077.3,end
272.0,1485.28,50.7927,-0.13669546708310276,20,5,3,,485.28,timer
272.0,816.96,47.7925,-0.035531956874978024,21,5,2,,816.96,timer
272.0,260.11,47.9517,-0.0024178612600146564,22,5,0,,260.11,timer
272.0,260.11,47.9517,-0.0024178612600146564,22,5,0,,260.11,change slow
272.0,260.11,47.9517,-0.0024178612600146564,22,5,2,0,260.11,enter lane
274.0,1586.59,50.5193,-0.13669546708310276,20,5,3,,586.59,timer
274.0,912.47,47.716,-0.04068185415819488,21,5,2,,912.47,timer
274.0,358.01,49.9517,1,22,5,2,0,358.01,timer
275.0,408.46,50.9517,1,22,5,2,0,408.46,leave lane
275.0,408.46,50.9517,1,22,5,2,,408.46,done change slow
276.0,1687.36,50.2459,-0.13669546708310276,20,5,3,,687.36,timer
276.0,1007.82,47.6346,-0.04068185415819488,21,5,2,,1007.82,leave lane
276.0,1007.82,47.6346,-0.04068185415819488,21,5,3,,7.82000000000005,enter lane
276.0,1007.82,47.6346,-0.04068185415819488,21,5,3,,7.82000000000005,timer
276.0,459.41,50.9488,-0.005731895685781886,22,5,2,,459.41,timer
277.96209319690917,0,47.44092609022355,0,23,5,2,,0,enter lane
278.0,1787.58,49.9725,-0.13669546708310276,20,5,3,,787.58,timer
278.0,1103.01,47.5532,-0.04068185415819488,21,5,3,,103.01,timer
278.0,561.29,50.9259,-0.01719568705734566,22,5,2,,561.29,timer
278.0,1.8,47.4409,-1.181385617468723e-05,23,5,2,,1.8,timer
280.0,1887.25,49.6991,-0.13669546708310276,20,5,3,,887.25,timer
280.0,1198.04,47.4718,-0.04068185415819488,21,5,3,,198.04,timer
280.0,663.1,50.88,-0.02865947842890943,22,5,2,,663.1,timer
280.0,96.68,47.4403,-0.0006351244606790157,23,5,2,,96.68,timer
282.0,1986.37,49.4257,-0.13669546708310276,20,5,3,,986.37,timer
282.0,1292.9,47.3904,-0.04068185415819488,21,5,3,,292.9,timer
282.0,764.8,50.8112,-0.040123269800473205,22,5,2,,764.8,timer
282.0,191.56,47.4384,-0.0012584350651833442,23,5,2,,191.56,timer
284.0,2084.95,49.1523,-0.13669546708310276,20,5,3,,1084.95,leave lane
284.0,2084.95,49.1523,-0.13669546708310276,20,5,,,1084.95,end
284.0,1387.6,47.309,-0.04068185415819488,21,5,3,,387.6,timer
284.0,866.33,50.7195,-0.05158706117203698,22,5,2,,866.33,timer
284.0,286.43,47.4353,-0.0018817456696876727,23,5,2,,286.43,timer
286.0,1482.14,47.2276,-0.04068185415819488,21,5,3,,482.14,timer
286.0,967.66,50.6129,-0.05345367832198914,22,5,2,,967.66,timer
286.0,381.29,47.4314,-0.0019990478016124794,23,5,2,,381.29,timer
288.0,1576.51,47.1462,-0.04068185415819488,21,5,3,,576.51,timer
288.0,1068.78,50.506,-0.05345367832198914,22,5,2,,1068.78,leave lane
288.0,1068.78,50.506,-0.05345367832198914,22,5,3,,68.77999999999997,enter lane
288.0,1068.78,50.506,-0.05345367832198914,22,5,3,,68.77999999999997,timer
288.0,476.15,47.4274,-0.0019990478016124794,23,5,2,,476.15,timer
289.5438470801137,0,47.190216932586935,0,24,4,2,,0,enter lane
290.0,1670.72,47.0648,-0.04068185415819488,21,5,3,,670.72,timer
290.0,1169.69,50.3991,-0.05345367832198914,22,5,3,,169.69,timer
290.0,571.0,47.4234,-0.0019990478016124794,23,5,2,,571.0,timer
290.0,21.53,47.19,-0.0008200699978339213,24,4,2,,21.53,timer
292.0,1764.77,46.9834,-0.04068185415819488,21,5,3,,764.77,timer
292.0,1270.38,50.2922,-0.05345367832198914,22,5,3,,270.38,timer
292.0,665.84,47.4194,-0.0019990478016124794,23,5,2,,665.84,timer
292.0,115.91,47.1848,-0.00441566244976153,24,4,2,,115.91,timer
294.0,1858.66,46.902,-0.04068185415819488,21,5,3,,858.66,timer
294.0,1370.86,50.1853,-0.05345367832198914,22,5,3,,370.86,timer
294.0,760.67,47.4154,-0.0019990478016124794,23,5,2,,760.67,timer
294.0,210.27,47.1724,-0.008011254901689139,24,4,2,,210.27,timer
296.0,1952.38,46.8206,-0.04068185415819488,21,5,3,,952.38,timer
296.0,1471.12,50.0784,-0.05345367832198914,22,5,3,,471.12,timer
296.0,855.5,47.4114,-0.0019990478016124794,23,5,2,,855.5,timer
296.0,304.6,47.1528,-0.011606847353616747,24,4,2,,304.6,timer
298.0,2045.94,46.7392,-0.04068185415819488,21,5,3,,1045.94,leave lane
298.0,2045.94,46.7392,-0.04068185415819488,21,5,,,1045.94,end
298.0,1571.17,49.9715,-0.05345367832198914,22,5,3,,571.17,timer
298.0,950.32,47.4074,-0.0019990478016124794,23,5,2,,950.32,timer
298.0,398.88,47.1261,-0.014613267371142347,24,4,2,,398.88,timer
300.0,1671.01,49.8646,-0.05345367832198914,22,5,3,,671.01,timer
300.0,1045.13,47.4034,-0.0019990478016124794,23,5,2,,1045.13,leave lane
300.0,1045.13,47.4034,-0.0019990478016124794,23,5,3,,45.13000000000011,enter lane
300.0,1045.13,47.4034,-0.0019990478016124794,23,5,3,,45.13000000000011,timer
300.0,493.1,47.0969,-0.014613267371142347,24,4,2,,493.1,timer
301.1256009633183,0,44.864014634765326,0,25,6,7,,0,enter lane
302.0,1770.63,49.7577,-0.05345367832198914,22,5,3,,770.63,timer
302.0,1139.93,47.3994,-0.0019990478016124794,23,5,3,,139.93,timer
302.0,587.26,47.0677,-0.014613267371142347,24,4,2,,587.26,timer
302.0,39.23,44.8656,0.0035435294096115818,25,6,7,,39.23,timer
302.0,39.23,44.8656,0.0035435294096115818,25,6,7,,39.23,change slow
302.0,39.23,44.8656,0.0035435294096115818,25,6,0,7,39.23,enter lane
304.0,1870.04,49.6508,-0.05345367832198914,22,5,3,,870.04,timer
304.0,1234.72,47.3954,-0.0019990478016124794,23,5,3,,234.72,timer
304.0,681.37,47.0385,-0.014613267371142347,24,4,2,,681.37,timer
304.0,130.96,46.8656,1,25,6,0,7,130.96,timer
305.0,178.33,47.8656,1,25,6,0,7,178.33,leave lane
305.0,178.33,47.8656,1,25,6,0,,178.33,done change slow
306.0,1969.23,49.5439,-0.05345367832198914,22,5,3,,969.23,timer
306.0,1329.51,47.3914,-0.0019990478016124794,23,5,3,,329.51,timer
306.0,775.42,47.0093,-0.014613267371142347,24,4,2,,775.42,timer
306.0,226.19,47.8635,-0.004150943626060631,25,6,0,,226.19,timer
306.0,226.19,47.8635,-0.004150943626060631,25,6,0,,226.19,change slow
306.0,226.19,47.8635,-0.004150943626060631,25,6,2,0,226.19,enter lane
308.0,2068.21,49.437,-0.05345367832198914,22,5,3,,1068.21,leave lane
308.0,2068.21,49.437,-0.05345367832198914,22,5,,,1068.21,end
308.0,1424.29,47.3874,-0.0019990478016124794,23,5,3,,424.29,timer
308.0,869.41,46.9801,-0.014613267371142347,24,4,2,,869.41,timer
308.0,323.92,49.8635,1,25,6,2,0,323.92,timer
309.0,374.28,50.8635,1,25,6,2,0,374.28,leave lane
309.0,374.28,50.8635,1,25,6,2,,374.28,done change slow
310.0,1519.06,47.3834,-0.0019990478016124794,23,5,3,,519.06,timer
310.0,963.34,46.9509,-0.014613267371142347,24,4,2,,963.34,timer
310.0,425.13,50.8326,-0.06186526986079394,25,6,2,,425.13,timer
312.0,1613.82,47.3794,-0.0019990478016124794,23,5,3,,613.82,timer
312.0,1057.21,46.9217,-0.014613267371142347,24,4,2,,1057.21,leave lane
312.0,1057.21,46.9217,-0.014613267371142347,24,4,3,,57.210000000000036,enter lane
312.0,1057.21,46.9217,-0.014613267371142347,24,4,3,,57.210000000000036,timer
312.0,526.59,50.5941,-0.15234351977239133,25,6,2,,526.59,timer
312.70735484652283,0,42.85774179100882,0,26,6,0,,0,enter lane
