t,x,v,a,id,length,lane,oldLane,pos,event
117,1061.31,40.1862,0.06602438615737967,6,[],3,,61.31,timer
117,472.44,39.4418,0.015794061727152958,7,[],2,,472.44,timer
118,1579.35,37.4503,0.033857898782873826,5,[],3,,579.35,timer
118,1101.53,40.2522,0.06602438615737967,6,[],3,,101.53,timer
118,511.89,39.4576,0.015794061727152958,7,[],2,,511.89,timer
119,1616.82,37.4842,0.033857898782873826,5,[],3,,616.82,timer
119,1141.82,40.3182,0.06602438615737967,6,[],3,,141.82,timer
119,551.36,39.4734,0.015794061727152958,7,[],2,,551.36,timer
120,0,38.854828377385324,0,8,[],2,,0,enter lane
120,1654.32,37.5181,0.033857898782873826,5,[],3,,654.32,timer
120,1182.17,40.3842,0.06602438615737967,6,[],3,,182.17,timer
120,590.84,39.4892,0.015794061727152958,7,[],2,,590.84,timer
120,0,38.854828377385324,0,8,[],2,,0,timer
121,1691.86,37.552,0.033857898782873826,5,[],3,,691.86,timer
121,1222.59,40.4502,0.06602438615737967,6,[],3,,222.59,timer
121,630.34,39.505,0.015794061727152958,7,[],2,,630.34,timer
121,38.86,38.8561,0.0025799853198399153,8,[],2,,38.86,timer
122,1729.43,37.5859,0.033857898782873826,5,[],3,,729.43,timer
122,1263.07,40.5162,0.06602438615737967,6,[],3,,263.07,timer
122,669.85,39.5208,0.015794061727152958,7,[],2,,669.85,timer
122,77.72,38.86,0.005159970639679831,8,[],2,,77.72,timer
123,1767.03,37.6198,0.033857898782873826,5,[],3,,767.03,timer
123,1303.62,40.5822,0.06602438615737967,6,[],3,,303.62,timer
123,709.38,39.5366,0.015794061727152958,7,[],2,,709.38,timer
123,116.58,38.8664,0.007739955959519746,8,[],2,,116.58,timer
124,1804.67,37.6537,0.033857898782873826,5,[],3,,804.67,timer
124,1344.24,40.6482,0.06602438615737967,6,[],3,,344.24,timer
124,748.92,39.5524,0.015794061727152958,7,[],2,,748.92,timer
124,155.45,38.8754,0.010319941279359661,8,[],2,,155.45,timer
125,1842.34,37.6876,0.033857898782873826,5,[],3,,842.34,timer
125,1384.92,40.7142,0.06602438615737967,6,[],3,,384.92,timer
125,788.48,39.5682,0.015794061727152958,7,[],2,,788.48,timer
125,194.33,38.887,0.012899926599199576,8,[],2,,194.33,timer
126,1880.04,37.7215,0.033857898782873826,5,[],3,,880.04,timer
126,1425.67,40.7802,0.06602438615737967,6,[],3,,425.67,timer
126,828.06,39.584,0.015794061727152958,7,[],2,,828.06,timer
126,233.22,38.9012,0.015479911919039491,8,[],2,,233.22,timer
127,1917.78,37.7554,0.033857898782873826,5,[],3,,917.78,timer
127,1466.48,40.8462,0.06602438615737967,6,[],3,,466.48,timer
127,867.65,39.5998,0.015794061727152958,7,[],2,,867.65,timer
127,272.13,38.918,0.018059897238879408,8,[],2,,272.13,timer
128,1955.55,37.7893,0.033857898782873826,5,[],3,,955.55,timer
128,1507.36,40.9122,0.06602438615737967,6,[],3,,507.36,timer
128,907.26,39.6156,0.015794061727152958,7,[],2,,907.26,timer
128,311.06,38.9373,0.020639882558719323,8,[],2,,311.06,timer
129,1993.36,37.8232,0.033857898782873826,5,[],3,,993.36,timer
129,1548.31,40.9782,0.06602438615737967,6,[],3,,548.31,timer
129,946.88,39.6314,0.015794061727152958,7,[],2,,946.88,timer
129,350.01,38.9592,0.023219867878559237,8,[],2,,350.01,timer
130,2031.2,37.8571,0.033857898782873826,5,[],3,,1031.2,leave lane
130,2031.2,37.8571,0.033857898782873826,5,[],,,1031.2,end
130,1589.32,41.0442,0.06602438615737967,6,[],3,,589.32,timer
130,986.52,39.6472,0.015794061727152958,7,[],2,,986.52,timer
130,388.98,38.9837,0.025799853198399152,8,[],2,,388.98,timer
131,1630.4,41.1102,0.06602438615737967,6,[],3,,630.4,timer
131,1026.18,39.663,0.015794061727152958,7,[],2,,1026.18,leave lane
131,1026.18,39.663,0.015794061727152958,7,[],3,,26.180000000000064,enter lane
131,1026.18,39.663,0.015794061727152958,7,[],3,,26.180000000000064,timer
131,427.98,39.0108,0.028379838518239067,8,[],2,,427.98,timer
132,1671.54,41.1762,0.06602438615737967,6,[],3,,671.54,timer
132,1065.85,39.6788,0.015794061727152958,7,[],3,,65.85,timer
132,467.01,39.0405,0.030959823838078982,8,[],2,,467.01,timer
133,1712.75,41.2422,0.06602438615737967,6,[],3,,712.75,timer
133,1105.54,39.6946,0.015794061727152958,7,[],3,,105.54,timer
133,506.07,39.0728,0.033287092273924776,8,[],2,,506.07,timer
134,1754.03,41.3082,0.06602438615737967,6,[],3,,754.03,timer
134,1145.24,39.7104,0.015794061727152958,7,[],3,,145.24,timer
134,545.16,39.1061,0.033287092273924776,8,[],2,,545.16,timer
135,0,40.90428537852784,0,9,[],2,,0,enter lane
135,1795.37,41.3742,0.06602438615737967,6,[],3,,795.37,timer
135,1184.96,39.7262,0.015794061727152958,7,[],3,,184.96,timer
135,584.28,39.1394,0.033287092273924776,8,[],2,,584.28,timer
135,0,40.90428537852784,0,9,[],2,,0,timer
136,1836.78,41.4402,0.06602438615737967,6,[],3,,836.78,timer
136,1224.69,39.742,0.015794061727152958,7,[],3,,224.69,timer
136,623.44,39.1727,0.033287092273924776,8,[],2,,623.44,timer
136,40.9,40.9048,0.001119831059123727,9,[],2,,40.9,timer
137,1878.25,41.5062,0.06602438615737967,6,[],3,,878.25,timer
137,1264.44,39.7578,0.015794061727152958,7,[],3,,264.44,timer
137,662.63,39.206,0.033287092273924776,8,[],2,,662.63,timer
137,81.81,40.9065,0.002239662118247454,9,[],2,,81.81,timer
138,1919.79,41.5722,0.06602438615737967,6,[],3,,919.79,timer
138,1304.21,39.7736,0.015794061727152958,7,[],3,,304.21,timer
138,701.85,39.2393,0.033287092273924776,8,[],2,,701.85,timer
138,122.72,40.9093,0.003359493177371181,9,[],2,,122.72,timer
139,1961.4,41.6382,0.06602438615737967,6,[],3,,961.4,timer
139,1343.99,39.7894,0.015794061727152958,7,[],3,,343.99,timer
139,741.11,39.2726,0.033287092273924776,8,[],2,,741.11,timer
139,163.63,40.9132,0.004479324236494908,9,[],2,,163.63,timer
140,2003.07,41.7039,0.0630105971927477,6,[],3,,1003.07,leave lane
140,2003.07,41.7039,0.0630105971927477,6,[],,,1003.07,end
140,1383.79,39.8052,0.015794061727152958,7,[],3,,383.79,timer
140,780.4,39.3059,0.033287092273924776,8,[],2,,780.4,timer
140,204.55,40.9182,0.005599155295618634,9,[],2,,204.55,timer
141,1423.6,39.821,0.015794061727152958,7,[],3,,423.6,timer
141,819.72,39.3392,0.033287092273924776,8,[],2,,819.72,timer
141,245.47,40.9244,0.006718986354742361,9,[],2,,245.47,timer
142,1463.43,39.8368,0.015794061727152958,7,[],3,,463.43,timer
142,859.08,39.3725,0.033287092273924776,8,[],2,,859.08,timer
142,286.4,40.9317,0.007838817413866089,9,[],2,,286.4,timer
143,1503.27,39.8526,0.015794061727152958,7,[],3,,503.27,timer
143,898.47,39.4058,0.033287092273924776,8,[],2,,898.47,timer
143,327.34,40.9401,0.008958648472989815,9,[],2,,327.34,timer
144,1543.13,39.8684,0.015794061727152958,7,[],3,,543.13,timer
144,937.89,39.4391,0.033287092273924776,8,[],2,,937.89,timer
144,368.28,40.9496,0.010078479532113542,9,[],2,,368.28,timer
145,1583.01,39.8842,0.015794061727152958,7,[],3,,583.01,timer
145,977.35,39.4724,0.033287092273924776,8,[],2,,977.35,timer
145,409.23,40.9602,0.011198310591237269,9,[],2,,409.23,timer
146,1622.9,39.9,0.015794061727152958,7,[],3,,622.9,timer
146,1016.84,39.5057,0.033287092273924776,8,[],2,,1016.84,leave lane
146,1016.84,39.5057,0.033287092273924776,8,[],3,,16.840000000000032,enter lane
146,1016.84,39.5057,0.033287092273924776,8,[],3,,16.840000000000032,timer
146,450.2,40.972,0.012318141650360995,9,[],2,,450.2,timer
147,1662.81,39.9158,0.015794061727152958,7,[],3,,662.81,timer
147,1056.36,39.539,0.033287092273924776,8,[],3,,56.36,timer
147,491.18,40.9849,0.013437972709484722,9,[],2,,491.18,timer
148,1702.73,39.9316,0.015794061727152958,7,[],3,,702.73,timer
148,1095.92,39.5723,0.033287092273924776,8,[],3,,95.92,timer
148,532.17,40.9987,0.013906598142086357,9,[],2,,532.17,timer
149,1742.67,39.9474,0.015794061727152958,7,[],3,,742.67,timer
149,1135.51,39.6056,0.033287092273924776,8,[],3,,135.51,timer
149,573.18,41.0126,0.013906598142086357,9,[],2,,573.18,timer
150,0,42.57009719957778,0,10,[],2,,0,enter lane
150,1782.63,39.9632,0.015794061727152958,7,[],3,,782.63,timer
150,1175.13,39.6389,0.033287092273924776,8,[],3,,175.13,timer
150,614.2,41.0265,0.013906598142086357,9,[],2,,614.2,timer
150,0,42.57009719957778,0,10,[],2,,0,timer
151,1822.6,39.979,0.015794061727152958,7,[],3,,822.6,timer
151,1214.79,39.6722,0.033287092273924776,8,[],3,,214.79,timer
151,655.23,41.0404,0.013906598142086357,9,[],2,,655.23,timer
151,42.57,42.5717,0.003218218651089364,10,[],2,,42.57,timer
152,1862.59,39.9948,0.015794061727152958,7,[],3,,862.59,timer
152,1254.48,39.7055,0.033287092273924776,8,[],3,,254.48,timer
152,696.28,41.0543,0.013906598142086357,9,[],2,,696.28,timer
152,85.14,42.5765,0.006436437302178728,10,[],2,,85.14,timer
153,1902.59,40.0106,0.015794061727152958,7,[],3,,902.59,timer
153,1294.2,39.7388,0.033287092273924776,8,[],3,,294.2,timer
153,737.34,41.0682,0.013906598142086357,9,[],2,,737.34,timer
153,127.72,42.5845,0.009654655953268091,10,[],2,,127.72,timer
154,1942.61,40.0264,0.015794061727152958,7,[],3,,942.61,timer
154,1333.96,39.7721,0.033287092273924776,8,[],3,,333.96,timer
154,778.42,41.0821,0.013906598142086357,9,[],2,,778.42,timer
154,170.31,42.5958,0.012872874604357456,10,[],2,,170.31,timer
155,1982.64,40.0422,0.015794061727152958,7,[],3,,982.64,timer
155,1373.75,39.8054,0.033287092273924776,8,[],3,,373.75,timer
155,819.51,41.096,0.013906598142086357,9,[],2,,819.51,timer
155,212.91,42.6103,0.01609109325544682,10,[],2,,212.91,timer
156,2022.69,40.058,0.015794061727152958,7,[],3,,1022.69,leave lane
156,2022.69,40.058,0.015794061727152958,7,[],,,1022.69,end
156,1413.57,39.8387,0.033287092273924776,8,[],3,,413.57,timer
156,860.61,41.1099,0.013906598142086357,9,[],2,,860.61,timer
156,255.53,42.6268,0.016589186315060473,10,[],2,,255.53,timer
157,1453.43,39.872,0.033287092273924776,8,[],3,,453.43,timer
157,901.73,41.1238,0.013906598142086357,9,[],2,,901.73,timer
157,298.17,42.6434,0.016589186315060473,10,[],2,,298.17,timer
158,1493.32,39.9053,0.033287092273924776,8,[],3,,493.32,timer
158,942.86,41.1377,0.013906598142086357,9,[],2,,942.86,timer
158,340.82,42.66,0.016589186315060473,10,[],2,,340.82,timer
159,1533.24,39.9386,0.033287092273924776,8,[],3,,533.24,timer
159,984.0,41.1516,0.013906598142086357,9,[],2,,984.0,timer
159,383.49,42.6766,0.016589186315060473,10,[],2,,383.49,timer
160,1573.2,39.9719,0.033287092273924776,8,[],3,,573.2,timer
160,1025.16,41.1655,0.013906598142086357,9,[],2,,1025.16,leave lane
160,1025.16,41.1655,0.013906598142086357,9,[],3,,25.160000000000082,enter lane
160,1025.16,41.1655,0.013906598142086357,9,[],3,,25.160000000000082,timer
160,426.17,42.6932,0.016589186315060473,10,[],2,,426.17,timer
161,1613.19,40.0052,0.033287092273924776,8,[],3,,613.19,timer
161,1066.33,41.1794,0.013906598142086357,9,[],3,,66.33,timer
161,468.87,42.7098,0.016589186315060473,10,[],2,,468.87,timer
162,1653.21,40.0385,0.033287092273924776,8,[],3,,653.21,timer
162,1107.52,41.1933,0.013906598142086357,9,[],3,,107.52,timer
162,511.59,42.7264,0.016589186315060473,10,[],2,,511.59,timer
163,1693.27,40.0718,0.033287092273924776,8,[],3,,693.27,timer
163,1148.72,41.2072,0.013906598142086357,9,[],3,,148.72,timer
163,554.32,42.743,0.016589186315060473,10,[],2,,554.32,timer
164,1733.36,40.1051,0.033287092273924776,8,[],3,,733.36,timer
164,1189.93,41.2211,0.013906598142086357,9,[],3,,189.93,timer
164,597.07,42.7596,0.016589186315060473,10,[],2,,597.07,timer
165,0,42.251041655741425,0,11,[],2,,0,enter lane
165,1773.48,40.1384,0.033287092273924776,8,[],3,,773.48,timer
165,1231.16,41.235,0.013906598142086357,9,[],3,,231.16,timer
165,639.84,42.7762,0.016589186315060473,10,[],2,,639.84,timer
165,0,42.251041655741425,0,11,[],2,,0,timer
166,1813.64,40.1717,0.033287092273924776,8,[],3,,813.64,timer
166,1272.4,41.2489,0.013906598142086357,9,[],3,,272.4,timer
166,682.62,42.7928,0.016589186315060473,10,[],2,,682.62,timer
166,42.25,42.2549,0.007808865232707334,11,[],2,,42.25,timer
167,1853.83,40.205,0.033287092273924776,8,[],3,,853.83,timer
167,1313.66,41.2628,0.013906598142086357,9,[],3,,313.66,timer
167,725.42,42.8094,0.016589186315060473,10,[],2,,725.42,timer
167,84.51,42.2666,0.015617730465414668,11,[],2,,84.51,timer
168,1894.05,40.2383,0.033287092273924776,8,[],3,,894.05,timer
168,1354.93,41.2767,0.013906598142086357,9,[],3,,354.93,timer
168,768.24,42.826,0.016589186315060473,10,[],2,,768.24,timer
168,126.79,42.2861,0.023426595698122003,11,[],2,,126.79,timer
169,1934.3,40.2716,0.033287092273924776,8,[],3,,934.3,timer
169,1396.21,41.2906,0.013906598142086357,9,[],3,,396.21,timer
169,811.07,42.8426,0.016589186315060473,10,[],2,,811.07,timer
169,169.09,42.3134,0.031235460930829337,11,[],2,,169.09,timer
170,1974.59,40.3049,0.033287092273924776,8,[],3,,974.59,timer
170,1437.51,41.3045,0.013906598142086357,9,[],3,,437.51,timer
170,853.92,42.8592,0.016589186315060473,10,[],2,,853.92,timer
170,211.42,42.3485,0.039044326163536675,11,[],2,,211.42,timer
171,2014.91,40.3382,0.033287092273924776,8,[],3,,1014.91,leave lane
171,2014.91,40.3382,0.033287092273924776,8,[],,,1014.91,end
171,1478.82,41.3184,0.013906598142086357,9,[],3,,478.82,timer
171,896.79,42.8758,0.016589186315060473,10,[],2,,896.79,timer
171,253.79,42.3914,0.04685319139624401,11,[],2,,253.79,timer
172,1520.15,41.3323,0.013906598142086357,9,[],3,,520.15,timer
172,939.67,42.8924,0.016589186315060473,10,[],2,,939.67,timer
172,296.2,42.4422,0.054177789783801944,11,[],2,,296.2,timer
173,1561.49,41.3462,0.013906598142086357,9,[],3,,561.49,timer
173,982.57,42.909,0.016589186315060473,10,[],2,,982.57,timer
173,338.67,42.4964,0.054177789783801944,11,[],2,,338.67,timer
174,1602.84,41.3601,0.013906598142086357,9,[],3,,602.84,timer
174,1025.49,42.9256,0.016589186315060473,10,[],2,,1025.49,leave lane
174,1025.49,42.9256,0.016589186315060473,10,[],3,,25.49000000000001,enter lane
174,1025.49,42.9256,0.016589186315060473,10,[],3,,25.49000000000001,timer
174,381.19,42.5506,0.054177789783801944,11,[],2,,381.19,timer
175,1644.21,41.374,0.013906598142086357,9,[],3,,644.21,timer
175,1068.42,42.9422,0.016589186315060473,10,[],3,,68.42,timer
175,423.77,42.6048,0.054177789783801944,11,[],2,,423.77,timer
176,1685.59,41.3879,0.013906598142086357,9,[],3,,685.59,timer
176,1111.37,42.9588,0.016589186315060473,10,[],3,,111.37,timer
176,466.4,42.659,0.054177789783801944,11,[],2,,466.4,timer
177,1726.98,41.4018,0.013906598142086357,9,[],3,,726.98,timer
177,1154.34,42.9754,0.016589186315060473,10,[],3,,154.34,timer
177,509.09,42.7132,0.054177789783801944,11,[],2,,509.09,timer
178,1768.39,41.4157,0.013906598142086357,9,[],3,,768.39,timer
178,1197.32,42.992,0.016589186315060473,10,[],3,,197.32,timer
178,551.83,42.7674,0.054177789783801944,11,[],2,,551.83,timer
179,1809.81,41.4296,0.013906598142086357,9,[],3,,809.81,timer
179,1240.32,43.0086,0.016589186315060473,10,[],3,,240.32,timer
179,594.62,42.8216,0.054177789783801944,11,[],2,,594.62,timer
180,0,44.40482183140336,0,12,[],2,,0,enter lane
180,1851.25,41.4435,0.013906598142086357,9,[],3,,851.25,timer
180,1283.34,43.0252,0.016589186315060473,10,[],3,,283.34,timer
180,637.47,42.8758,0.054177789783801944,11,[],2,,637.47,timer
180,0,44.40482183140336,0,12,[],2,,0,timer
181,1892.7,41.4574,0.013906598142086357,9,[],3,,892.7,timer
181,1326.37,43.0418,0.016589186315060473,10,[],3,,326.37,timer
181,680.37,42.93,0.054177789783801944,11,[],2,,680.37,timer
181,44.41,44.4058,0.0019624737326132623,12,[],2,,44.41,timer
182,1934.16,41.4713,0.013906598142086357,9,[],3,,934.16,timer
182,1369.42,43.0584,0.016589186315060473,10,[],3,,369.42,timer
182,723.33,42.9842,0.054177789783801944,11,[],2,,723.33,timer
182,88.82,44.4087,0.003924947465226525,12,[],2,,88.82,timer
183,1975.64,41.4852,0.013906598142086357,9,[],3,,975.64,timer
183,1412.49,43.075,0.016589186315060473,10,[],3,,412.49,timer
183,766.34,43.0384,0.054177789783801944,11,[],2,,766.34,timer
183,133.23,44.4136,0.0058874211978397865,12,[],2,,133.23,timer
184,2017.13,41.4991,0.013906598142086357,9,[],3,,1017.13,leave lane
184,2017.13,41.4991,0.013906598142086357,9,[],,,1017.13,end
184,1455.57,43.0916,0.016589186315060473,10,[],3,,455.57,timer
184,809.41,43.0926,0.054177789783801944,11,[],2,,809.41,timer
184,177.65,44.4205,0.00784989493045305,12,[],2,,177.65,timer
185,1498.67,43.1082,0.016589186315060473,10,[],3,,498.67,timer
185,852.53,43.1468,0.054177789783801944,11,[],2,,852.53,timer
185,222.07,44.4293,0.009812368663066312,12,[],2,,222.07,timer
186,1541.79,43.1248,0.016589186315060473,10,[],3,,541.79,timer
186,895.7,43.201,0.054177789783801944,11,[],2,,895.7,timer
186,266.5,44.4401,0.011774842395679575,12,[],2,,266.5,timer
187,1584.92,43.1414,0.016589186315060473,10,[],3,,584.92,timer
187,938.93,43.2552,0.054177789783801944,11,[],2,,938.93,timer
187,310.95,44.4529,0.013737316128292838,12,[],2,,310.95,timer
188,1628.07,43.158,0.016589186315060473,10,[],3,,628.07,timer
188,982.21,43.3094,0.054177789783801944,11,[],2,,982.21,timer
188,355.41,44.4676,0.0156997898609061,12,[],2,,355.41,timer
189,1671.24,43.1746,0.016589186315060473,10,[],3,,671.24,timer
189,1025.55,43.3636,0.054177789783801944,11,[],2,,1025.55,leave lane
189,1025.55,43.3636,0.054177789783801944,11,[],3,,25.549999999999955,enter lane
189,1025.55,43.3636,0.054177789783801944,11,[],3,,25.549999999999955,timer
189,399.89,44.4843,0.01766226359351936,12,[],2,,399.89,timer
190,1714.42,43.1912,0.016589186315060473,10,[],3,,714.42,timer
190,1068.94,43.4178,0.054177789783801944,11,[],3,,68.94,timer
190,444.38,44.5029,0.01962473732613262,12,[],2,,444.38,timer
191,1757.62,43.2078,0.016589186315060473,10,[],3,,757.62,timer
191,1112.38,43.472,0.054177789783801944,11,[],3,,112.38,timer
191,488.89,44.5235,0.02158721105874588,12,[],2,,488.89,timer
192,1800.84,43.2244,0.016589186315060473,10,[],3,,800.84,timer
192,1155.88,43.5262,0.054177789783801944,11,[],3,,155.88,timer
192,533.42,44.5457,0.022444950907843094,12,[],2,,533.42,timer
193,1844.07,43.241,0.016589186315060473,10,[],3,,844.07,timer
193,1199.43,43.5804,0.054177789783801944,11,[],3,,199.43,timer
193,577.98,44.5681,0.022444950907843094,12,[],2,,577.98,timer
194,1887.32,43.2576,0.016589186315060473,10,[],3,,887.32,timer
194,1243.04,43.6346,0.054177789783801944,11,[],3,,243.04,timer
194,622.56,44.5905,0.022444950907843094,12,[],2,,622.56,timer
195,0,44.04282157325357,0,13,[],2,,0,enter lane
195,1930.59,43.2742,0.016589186315060473,10,[],3,,930.59,timer
195,1286.7,43.6888,0.054177789783801944,11,[],3,,286.7,timer
195,667.16,44.6129,0.022444950907843094,12,[],2,,667.16,timer
195,0,44.04282157325357,0,13,[],2,,0,timer
196,1973.87,43.2908,0.016589186315060473,10,[],3,,973.87,timer
196,1330.42,43.743,0.054177789783801944,11,[],3,,330.42,timer
196,711.78,44.6353,0.022444950907843094,12,[],2,,711.78,timer
196,44.04,44.0441,0.0025374138281565846,13,[],2,,44.04,timer
197,2017.17,43.3068,0.014635586549404594,10,[],3,,1017.17,leave lane
197,2017.17,43.3068,0.014635586549404594,10,[],,,1017.17,end
197,1374.19,43.7972,0.054177789783801944,11,[],3,,374.19,timer
197,756.43,44.6577,0.022444950907843094,12,[],2,,756.43,timer
197,88.09,44.0479,0.005074827656313169,13,[],2,,88.09,timer
198,1418.01,43.8514,0.054177789783801944,11,[],3,,418.01,timer
198,801.1,44.6801,0.022444950907843094,12,[],2,,801.1,timer
198,132.14,44.0542,0.007612241484469754,13,[],2,,132.14,timer
199,1461.89,43.9056,0.054177789783801944,11,[],3,,461.89,timer
199,845.79,44.7025,0.022444950907843094,12,[],2,,845.79,timer
199,176.2,44.0631,0.010149655312626338,13,[],2,,176.2,timer
200,1505.82,43.9598,0.054177789783801944,11,[],3,,505.82,timer
200,890.5,44.7249,0.022444950907843094,12,[],2,,890.5,timer
200,220.27,44.0745,0.012687069140782922,13,[],2,,220.27,timer
201,1549.81,44.014,0.054177789783801944,11,[],3,,549.81,timer
201,935.24,44.7473,0.022444950907843094,12,[],2,,935.24,timer
201,264.35,44.0885,0.015224482968939506,13,[],2,,264.35,timer
202,1593.85,44.0682,0.054177789783801944,11,[],3,,593.85,timer
202,980.0,44.7697,0.022444950907843094,12,[],2,,980.0,timer
202,308.45,44.105,0.01776189679709609,13,[],2,,308.45,timer
203,1637.95,44.1224,0.054177789783801944,11,[],3,,637.95,timer
203,1024.78,44.7921,0.022444950907843094,12,[],2,,1024.78,leave lane
203,1024.78,44.7921,0.022444950907843094,12,[],3,,24.779999999999973,enter lane
203,1024.78,44.7921,0.022444950907843094,12,[],3,,24.779999999999973,timer
203,352.56,44.124,0.020299310625252674,13,[],2,,352.56,timer
204,1682.1,44.1766,0.054177789783801944,11,[],3,,682.1,timer
204,1069.58,44.8145,0.022444950907843094,12,[],3,,69.58,timer
204,396.69,44.1456,0.022836724453409257,13,[],2,,396.69,timer
205,1726.3,44.2308,0.054177789783801944,11,[],3,,726.3,timer
205,1114.41,44.8369,0.022444950907843094,12,[],3,,114.41,timer
205,440.85,44.1697,0.02537413828156584,13,[],2,,440.85,timer
206,1770.56,44.285,0.054177789783801944,11,[],3,,770.56,timer
206,1159.26,44.8593,0.022444950907843094,12,[],3,,159.26,timer
206,485.03,44.1963,0.027911552109722425,13,[],2,,485.03,timer
207,1814.87,44.3392,0.054177789783801944,11,[],3,,814.87,timer
207,1204.13,44.8817,0.022444950907843094,12,[],3,,204.13,timer
207,529.24,44.2255,0.03044896593787901,13,[],2,,529.24,timer
208,1859.24,44.3934,0.054177789783801944,11,[],3,,859.24,timer
208,1249.02,44.9041,0.022444950907843094,12,[],3,,249.02,timer
208,573.48,44.2572,0.03298637976603559,13,[],2,,573.48,timer
209,1903.66,44.4476,0.054177789783801944,11,[],3,,903.66,timer
209,1293.94,44.9265,0.022444950907843094,12,[],3,,293.94,timer
209,617.76,44.2912,0.03442779164555272,13,[],2,,617.76,timer
210,0,49.354828706167034,0,14,[],2,,0,enter lane
210,1948.13,44.5018,0.054177789783801944,11,[],3,,948.13,timer
210,1338.88,44.9489,0.022444950907843094,12,[],3,,338.88,timer
210,662.07,44.3256,0.03442779164555272,13,[],2,,662.07,timer
210,0,49.354828706167034,0,14,[],2,,0,timer
211,1992.66,44.556,0.054177789783801944,11,[],3,,992.66,timer
211,1383.84,44.9713,0.022444950907843094,12,[],3,,383.84,timer
211,706.41,44.36,0.03442779164555272,13,[],2,,706.41,timer
211,49.35,49.3547,-0.0002039545473021326,14,[],2,,49.35,timer
212,2037.24,44.6102,0.054177789783801944,11,[],3,,1037.24,leave lane
212,2037.24,44.6102,0.054177789783801944,11,[],,,1037.24,end
212,1428.82,44.9937,0.022444950907843094,12,[],3,,428.82,timer
212,750.79,44.3944,0.03442779164555272,13,[],2,,750.79,timer
212,98.7,49.3544,-0.0004079090946042652,14,[],2,,98.7,timer
213,1473.82,45.0161,0.022444950907843094,12,[],3,,473.82,timer
213,795.2,44.4288,0.03442779164555272,13,[],2,,795.2,timer
213,148.05,49.3539,-0.0006118636419063979,14,[],2,,148.05,timer
214,1518.85,45.0385,0.022444950907843094,12,[],3,,518.85,timer
214,839.65,44.4632,0.03442779164555272,13,[],2,,839.65,timer
214,197.4,49.3532,-0.0008158181892085304,14,[],2,,197.4,timer
215,1563.9,45.0609,0.022444950907843094,12,[],3,,563.9,timer
215,884.13,44.4976,0.03442779164555272,13,[],2,,884.13,timer
215,246.75,49.3523,-0.001019772736510663,14,[],2,,246.75,timer
216,1608.97,45.0833,0.022444950907843094,12,[],3,,608.97,timer
216,928.64,44.532,0.03442779164555272,13,[],2,,928.64,timer
216,296.1,49.3512,-0.0012237272838127955,14,[],2,,296.1,timer
217,1654.06,45.1057,0.022444950907843094,12,[],3,,654.06,timer
217,973.19,44.5664,0.03442779164555272,13,[],2,,973.19,timer
217,345.45,49.3499,-0.001427681831114928,14,[],2,,345.45,timer
218,1699.18,45.1281,0.022444950907843094,12,[],3,,699.18,timer
218,1017.77,44.6008,0.03442779164555272,13,[],2,,1017.77,leave lane
218,1017.77,44.6008,0.03442779164555272,13,[],3,,17.769999999999982,enter lane
218,1017.77,44.6008,0.03442779164555272,13,[],3,,17.769999999999982,timer
218,394.8,49.3484,-0.0016316363784170606,14,[],2,,394.8,timer
219,1744.32,45.1505,0.022444950907843094,12,[],3,,744.32,timer
219,1062.39,44.6352,0.03442779164555272,13,[],3,,62.39,timer
219,444.15,49.3467,-0.0018355909257191931,14,[],2,,444.15,timer
220,1789.48,45.1729,0.022444950907843094,12,[],3,,789.48,timer
220,1107.04,44.6696,0.03442779164555272,13,[],3,,107.04,timer
220,493.5,49.3448,-0.002039545473021326,14,[],2,,493.5,timer
221,1834.66,45.1953,0.022444950907843094,12,[],3,,834.66,timer
221,1151.73,44.704,0.03442779164555272,13,[],3,,151.73,timer
221,542.84,49.3427,-0.0022435000203234585,14,[],2,,542.84,timer
222,1879.87,45.2177,0.022444950907843094,12,[],3,,879.87,timer
222,1196.45,44.7384,0.03442779164555272,13,[],3,,196.45,timer
222,592.18,49.3404,-0.002447454567625591,14,[],2,,592.18,timer
223,1925.1,45.2401,0.022444950907843094,12,[],3,,925.1,timer
223,1241.21,44.7728,0.03442779164555272,13,[],3,,241.21,timer
223,641.52,49.3379,-0.0026514091149277236,14,[],2,,641.52,timer
224,1970.35,45.2625,0.022444950907843094,12,[],3,,970.35,timer
224,1286.0,44.8072,0.03442779164555272,13,[],3,,286.0,timer
224,690.86,49.3353,-0.0026931448939568033,14,[],2,,690.86,timer
225,0,44.91734336611346,0,15,[],2,,0,enter lane
225,2015.62,45.2849,0.022444950907843094,12,[],3,,1015.62,leave lane
225,2015.62,45.2849,0.022444950907843094,12,[],,,1015.62,end
225,1330.82,44.8416,0.03442779164555272,13,[],3,,330.82,timer
225,740.19,49.3326,-0.0026931448939568033,14,[],2,,740.19,timer
225,0,44.91734336611346,0,15,[],2,,0,timer
226,1375.68,44.876,0.03442779164555272,13,[],3,,375.68,timer
226,789.52,49.3299,-0.0026931448939568033,14,[],2,,789.52,timer
226,44.92,44.9187,0.0027637350535232893,15,[],2,,44.92,timer
227,1420.57,44.9104,0.03442779164555272,13,[],3,,420.57,timer
227,838.85,49.3272,-0.0026931448939568033,14,[],2,,838.85,timer
227,89.84,44.9228,0.005527470107046579,15,[],2,,89.84,timer
